,Name,Org,Sentence
39,['Crozier'],['Navy'],['This is the captain of a massive ship … he shouldn’t be talking that way in a letter.”\n\nThe president also chided Crozier for allowing the ship to stop in Vietnam as the outbreak was growing worldwide and said he agreed “100%” with the Navy’s decision to oust him.']
40,['Miranda Barbot'],['DOE'],"['“We are determining how best to collect this information in one place,” said DOE spokeswoman Miranda Barbot.']"
41,['Basile'],['the Feast of St. Gabriel'],"['Upon his arrival at St. Gabriel’s, Father Basile “immediately cultivated a vibrant sense of community in the parish, most notably with the institution of an annual parish celebration of the Feast of St. Gabriel, the patron saint of the parish, celebrated on February 25,” the release said.']"
42,['Barbot'],['COVID-19'],"['The mayor needs to find a new health commissioner — and he needs to do it fast, before it’s too late.”\n\nOn March 4, with COVID-19 cases emerging in Westchester County, Barbot dismissed the threat of infection by casual contact, saying, “There’s no indication that being in a car, being in the subways with someone who’s potentially sick is a risk factor,” the letter notes.']"
43,['Jim Long'],['FDNY'],"['The FDNY dismissed the letter as “not official.”\n\n“We cannot comment on the veracity of the report,” spokesman Jim Long said.']"
44,['Sattar'],['The Post'],"['In a statement to The Post at the time, Sattar said, “This is what I have always wanted to do.']"
45,['Maria Van Kerkhove'],"['ICU', 'WHO']","['“What we are seeing in some countries is that there are individuals in their 30s, who are in their 40s and 50s who are in the ICU and who have died,” said Maria Van Kerkhove, head of WHO’s emerging diseases.']"
46,['Mike Ryan'],['WHO'],"['The “dismissive attitude” that only old or the already sick people would have to worry about death or hospitalization has caused young people to shrug off the pandemic, says Mike Ryan, executive director of WHO emergencies program.']"
47,['Lindsay Medoff'],['Suay Sew Shop'],"['Using blue shop towels in homemade face masks can filter particles two to three times better than cotton, according to Lindsay Medoff, the CEO of Suay Sew Shop.']"
48,['Elias Husamudeen'],"['Court', 'COBA']","['“It is outrageous that we even have to be in Court to ensure our employer protects the lives of our members,” COBA President Elias Husamudeen said.']"
49,['Katsnelson'],['City Hall'],"['What the hell is he talking about?” said Katsnelson, claiming his staff contacted City Hall “several times” in the last two weeks offering to take in COVID-19 patients or relieve hospitals of non-coronavirus patients.']"
50,['Adam Schlifke'],['Stanford University'],"['That’s a heavy ask,” said Dr. Adam Schlifke, a Stanford University professor and anesthesiologist who is part of an effort to convert outpatient clinics into facilities for infected patients.']"
51,['Katsnelson'],['Health Department'],"['While the doctor insisted his company first contacted state officials on March 19, a state Health Department spokesman said it didn’t receive Katsnelson’s offer until early Friday morning.']"
52,['Vincent Variale'],"['Union', 'EMS', 'FDNY', 'the Centers for Disease Control']","['“The Union will vigorously defend our dedicated members if they are disciplined for using N95 masks to protect themselves.”\n\nVincent Variale, who represents uniformed EMS officers, saying the FDNY was following inadequate guidelines from the Centers for Disease Control about mask use — to the peril of first responders.']"
53,['Frank Dwyer'],['FDNY'],"['If the patient coughs, you’re exposed.”\n\nFDNY spokesman Frank Dwyer said the guidelines were meant to conserve the supply of N95 masks and that workers should use surgical masks for other situations, including patients with fevers and coughs, which could be symptoms of the COVID-19 virus.']"
54,['Laura Feyer'],['City Hall'],"['We will continue to monitor our supply and follow the guidance of our health experts,” said City Hall spokeswoman Laura Feyer.']"
55,['Feyer'],['the White House'],"['The masks from the White House were sent directly to our public hospital system,” Feyer said.']"
56,['Moalem'],['COVID-19'],"['And when it comes to outwitting COVID-19, Moalem says, women’s genes provide an even bigger edge.']"
57,['Kathleen Kennedy Townsend'],['CNN'],['Kathleen Kennedy Townsend said in a statement to according to CNN.']
58,['Trump'],['3M'],"['“We cannot speculate where this report originated.”\n\nPresident Trump said on Friday he ordered US companies, including 3M, to stop exporting crucial medical products needed to fight coronavirus under the Korean-War-era Defense Production Act.']"
59,['Omar'],['SiriusXM'],"['“I think with each day that goes by, it becomes clearer and clearer how badly this administration has completely failed the American people,” Omar, a Minnesota Democrat, said in an interview on SiriusXM.']"
60,['Garcetti'],['the Department of Water and Power'],"['“We want to let people know that we are serious about this, that businesses that flagrantly violate this will be shut down short-term and prosecuted in the medium term as well,” Garcetti warned, saying the Department of Water and Power could potentially cut off service to shops refusing to shut down.']"
61,['Mike Feuer'],['COVID-19'],"['Only essential businesses – healthcare providers, organizations serving vulnerable populations and grocery stores – can stay open during the COVID-19 emergency, LA City Attorney Mike Feuer said.']"
62,['Dacona Smith'],"['Walmart', 'COO']","['“While many of our customers have been following the advice of the medical community regarding social distancing and safety, we have been concerned to still see some behaviors in our stores that put undue risk on our people,” Dacona Smith, Walmart’s executive vice president and COO, said in a statement Friday.']"
64,['Danielle Filson'],['DOE'],"['“This is an ever-changing situation and we intend to honor our contracts and continue to support the bus workforce while exploring ways to utilize these vehicles to serve the city during a crisis,” DOE spokeswoman Danielle Filson said in an email.']"
65,['Det'],['NYPD'],"['“Our traffic agents, who in addition to their regular duties, are also being assigned to intersections and are assisting the movement of emergency vehicles, essential vehicles, and delivery vehicles,” said NYPD spokeswoman Det.']"
66,['Nader Pourhassan'],['CytoDyn'],"['“With a study in China indicating the mortality rate among COVID-19 patients requiring mechanical ventilator at more than 85%, the world desperately needs a therapy that can help this patient population,” CytoDyn CEO Nader Pourhassan said in a statement.']"
67,['Knut M. Wittkowski'],"['Rockefeller University Hospital', 'The Post']","['Dr. Knut M. Wittkowski, the former chief biostatistician and epidemiologist at Rockefeller University Hospital, told The Post he was not practicing social distancing and said he regularly goes to one of two illicit restaurants secretly operating in his Upper East Side neighborhood.']"
68,['Joanna Geraghty'],['JetBlue'],"['We are honored to provide critical travel needs for medical professionals and first responders,” said Joanna Geraghty, president and COO at JetBlue, in a statement.']"
69,['Mohammud Alam'],['Plainview Hospital'],"['Dr. Mohammud Alam,\xa0an\xa0infectious disease specialist affiliated with Plainview Hospital,\xa0said 81 percent of infected covid patients he treated\xa0at three Long Island nursing homes\xa0recovered from the contagion.']"
70,['Alam'],['FDA'],"['“We know from the FDA that azithromycin can cause fatal arrhythmia and abnormal heart failure that can lead to death,” Alam said.']"
71,['Sten H. Vermund'],['the Yale School of Public Health'],"['“Since we’re talking about the elderly being the most vulnerable, or people with underlying conditions, there is a theoretical benefit of doxycycline over azithromycin because doxycycline is not associated with cardiovascular disease,” said Dr. Sten H. Vermund, the dean of the Yale School of Public Health.']"
72,['Anthony Fauci'],['White House'],['White House coronavirus task force member Dr. Anthony Fauci said on Friday that all of\xa0China‘s wet markets should be shut down immediately in light of the pandemic ravaging much of the world.']
73,['Arturo Casadevall'],"['COVID-19', 'Johns Hopkins']","['“The ability to carry out a prophylaxis trial will tell us whether plasma is effective in protecting our health care workers and first responders from COVID-19,” said Arturo Casadevall, a Johns Hopkins infectious disease expert, in a statement.']"
74,['Eberle'],['NHL'],['Eberle said he knows getting back on to the ice will make all the difference should the 2020 NHL season eventually resume.']
75,['K’Andre Miller'],"['New York Rangers', 'Rangers']","['“We held an online video chat with fans and New York Rangers prospect K’Andre Miller, during which a vile individual hijacked the chat to post racial slurs, which we disabled as soon as possible,” the Rangers said in a statement.']"
76,['Clive'],['Tri-City News'],"['Tri-City News says he is also survived by his father, Clive, as well as grandparents, aunts and uncles.']"
77,['Deborah Spicehandler'],['Northern Westchester Hospital'],"['“I saw a video of someone making a mask out of a diaper, and you know, it actually worked,” says Dr. Deborah Spicehandler, co-chief of infectious diseases at Northern Westchester Hospital.']"
78,['Hans Kluge'],['Times’'],"['“We are definitely worried,” Dr. Hans Kluge, the agency’s regional director for Europe, said on the Times’ daily podcast.']"
79,['Andrea Chronis-Tuscano'],['the University of Maryland'],"['“We could be more mindful of how busy we want our life to get in the future,” said Andrea Chronis-Tuscano, a psychology professor at the University of Maryland.']"
80,['Erichsen'],['The Post'],"['“I’m definitely going to rethink how I handle knives in the future, and maybe not make knife art at all,” Erichsen said in a message to The Post after his spiky slip-up.']"
81,['Jason Sippel'],"['JPMorgan', 'Journal']","['We are called upon to balance,” Jason Sippel, JPMorgan’s head of global equities, told employees Thursday, stressing their duty to report to work in person, the Journal said.']"
82,['de Blasio'],['the New England Patriots'],"['“I’m a fan of the New England Patriots through thick and thin,” de Blasio said.']"
83,['De Blasio'],"['Facebook', 'Ford', 'American Express', 'Louis Vuitton']","['“That’s a fantastic donation.”\n\nThe Boston Red Sox-loving mayor said, “If someone wants to show up with hundreds of thousands of masks, of course we’re going to accept them with great gratitude.”\n\nDe Blasio also thanked Facebook for donating 25,000 face masks, Ford for donating 50,000 face shields, American Express for sending over 36,000 N95 masks, Louis Vuitton for donating 25,000 masks, Qatar for donating 65,000 surgical masks and Shanghai for giving 20,000 masks.']"
84,['Trump'],['Congress'],"['“Today I can so proudly announce that hospitals and health care providers treating uninsured coronavirus patients will be reimbursed by the federal government using the economic relief package Congress passed last month,” Trump said at the White House coronavirus briefing.']"
85,['Alex Azar'],['Health and Human Services'],"['Health and Human Services Secretary Alex Azar said providers would forbidden from charging uninsured patients for treatment for COVID-19, with the federal government reimbursing them.']"
86,['Nigro'],['CNN'],"['Most of the members are home in “various conditions,” Nigro said on CNN Friday.']"
87,['Trump'],['the Coronavirus Task Force'],"['I don’t think I’m going to be doing it,” Trump said at the White House during the daily briefing by the Coronavirus Task Force.']"
88,['Deborah Birx'],"['CDC', 'CDC']","['I want to emphasize that the CDC is not recommending the use of medical grade or surgical grade masks, and we want that to be used for our great medical people that are working so hard and doing some job.”\n\nA woman wears a bandana as she makes her way to catch a bus in downtown Dallas today.AP\nThe move was somewhat unexpected, as Dr. Deborah Birx, a task force member, said Thursday that the CDC would add a recommendation on masks to its existing guidelines on protective measures, such as social distancing and hand-washing.']"
89,['Brian Moynihan'],['CNBC'],"['“Speed is of the essence here for these types of small businesses,” Chief Executive Brian Moynihan said in a CNBC interview on Friday.']"
90,['Moynihan'],['Bank of America'],"['Bank of America’s consumer transaction volume fell from an average of $60 billion a week to $40 billion through March, Moynihan said.']"
91,['Moynihan'],['Bank of America'],"['Bank of America is prioritizing processing applications for small-business clients that already have a borrowing relationship with the bank, Moynihan said.']"
92,['Anzalone'],['Pats'],"['“I don’t think everything going on is something that any of us could imagine.”\n\nAnzalone cheered on the Pats trailer from his Bergen County home, where he said he’s following quarantine guidelines.']"
93,['Vinny Perrone'],"['Local 84', 'UPS']","['“The first couple of weeks they were caught off guard and were unprepared,” said Vinny Perrone, President of Local 84 that represents UPS warehouse workers.']"
94,['Letitia James'],"['New York State AG', 'Zoom']","['New York State AG Letitia James has sent a letter to Zoom with a number of questions to ensure the company is taking appropriate steps to ensure users’ privacy and security, a spokesperson said.']"
95,['Shea'],"['Post', 'NYPD']",['Shea said on Monday the department was working to “boost up that capacity.”\n\nA high-ranking source told the Post earlier this week the NYPD was working on three or four sites to be up running by the end of the week.']
96,['Thomas Modly'],['Navy'],"['The fired aircraft carrier commander who raised alarm about a coronavirus outbreak placed his 5,000-man crew “at risk” of attack, acting Navy Secretary Thomas Modly said Friday.']"
97,['Rundle'],['COVID-19'],"['“There could be long-term consequences for weight gained while children are out of school during the COVID-19 pandemic,” Rundle, who specializes in research to prevent childhood obesity, said in a statement.']"
98,['Andy Beshear'],['WDRB'],"['In Jefferson County, Kentucky — where Governor Andy Beshear said schools should remain closed through May 1 — the court system appointed an on-call judge to handle these cases, according to WDRB.']"
99,['Letitia James'],"['The Federal Bureau of Investigation', 'Zoom', 'New York State AG', 'Zoom']","['The Federal Bureau of Investigation’s Boston office on Monday warned Zoom users not to make meetings on the site public or share links widely after it received two reports of unidentified individuals invading school sessions, a phenomenon known as “zoombombing.”\n\nNew York State AG Letitia James has sent a letter to Zoom with a number of questions to ensure the company is taking appropriate steps to ensure users’ privacy and security, a spokesperson said.']"
100,['Vladimir Putin'],['Kommersant'],"['Kommersant newspaper said the flight was canceled at the last minute because it had been due to pick up Russians stranded in America — but Vladimir Putin’s government has now blocked anyone entering Russia, even its own citizens, due to coronavirus concerns.']"
101,['Stringer'],['Twitter'],"['The comptroller announced his mother’s death on Twitter Friday, saying it’s a “heartbreaking moment for me, my wife, and our entire family.”\n\nStringer called the Bronx-born ex-public school teacher and lifelong New Yorker a “genuine trail blazer” — proudly recalling how she was the first woman elected to represent Washington Heights on the council, a post she held from 1976 to 1977.']"
102,['Andrew Cuomo'],['NYPD'],"['Andrew Cuomo said the state would assist the coronavirus-stricken NYPD however possible Friday, as the pandemic has sickened nearly 20 percent of the force.']"
103,['Cuomo'],"['NYPD', 'NYPD']","['But, asked if there was a tipping point at which he might have to take over the NYPD, Cuomo said, “No, you couldn’t do a state takeover of the NYPD,” and instead extended the state’s offer to help backfill the Finest with state police and upstate cops if city leaders request aid.']"
104,['Joe Biden'],['Medicare'],['Joe Biden has again declared that he does not back Medicare for all — and said that it would not have made a difference in dealing with the escalating coronavirus pandemic.']
105,['Beck'],['the Chicago Police Department'],"['“And because of that, his family will continue to have the protections of the Chicago Police Department,” Beck said of the ruling.']"
106,['Jeffrey Henderson'],['Washington University'],"['Meanwhile, plasma infusion can be “a stopgap measure that we can put into place quickly,” said Washington University’s Dr. Jeffrey Henderson, who is working with a team of researchers to study the treatment.']"
107,['Julie Ledgerwood'],['the National Institute of Allergy and Infectious Diseases'],"['That wouldn’t be helpful,” said Dr. Julie Ledgerwood, from the National Institute of Allergy and Infectious Diseases.']"
108,['Baird'],['Co-op'],"['“It’s just Co-op, and then I’ll be back,” Baird said of his route, referring to the local grocery store.']"
109,['Wang Zhonglin'],"['Reuters', 'Communist Party']","['Reuters\nWang Zhonglin, Wuhan’s Communist Party chief, said the risk of a rebound in the city’s coronavirus epidemic remained high due to both internal and external risks and that it must continue to maintain prevention and control measures.']"
110,['Engelstein'],['Amazon'],"['Outfoxed!Amazon\n“A pie has gone missing, and you’re trying to solve the mystery of who stole the pie,” says Engelstein, whose friends’ kids are big fans.']"
111,['Engelstein'],['Amazon.com  Azul  AzulAmazon'],"['“It’s an award-winning game,” says May, “and it’s very re-playable.”\n\n$71.24, Amazon.com\n\nAzul\n\nAzulAmazon\n“It’s sort of an abstract game of making patterns with your tiles,” Engelstein says of this simple pastime, whose players decide where on their boards to place the set’s 100 tiles.']"
112,['Robert Kraft'],['Team'],"['Team owner Robert Kraft said he would be donating 300,000 masks to the city to battle the coronavirus.']"
113,['Kraft'],['NBC'],"['“Seeing what’s going on and how things are so difficult, this is a gift of ours, these 300,000 masks and the transportation to the people of New York,” Kraft said during an appearance on NBC New York.']"
114,['Trump'],['the White House'],"['“President Trump conveyed that the United States stands with the French people and expressed condolences for those who have lost their lives in France as a result of the pandemic,” the White House said in a statement.']"
115,['de Blasio'],['CNN'],"['“Out of an abundance of caution, this is what I’m saying to all New Yorkers: take a scarf, take a bandana, just anything you have at home, just cover your face if you’re going to be in close contact with people who are not your own family under your own roof,” de Blasio told CNN during a Friday morning interview.']"
116,['Cuomo'],['The National Guard'],"['The National Guard will pick up the ventilators and other equipment and redeploy them, Cuomo said.']"
117,['Brett Crozier'],['Navy'],"['Brett Crozier — the ship captain who was reassigned because the Navy said he broke protocol by alerting the higher-ups about a coronavirus outbreak on his boat — received a prideful, raucous farewell Friday morning, footage of his exit posted on social media shows.']"
118,['Modly'],['The Wall Street Journal'],"['In doing so, Modly said, the captain “unnecessarily raised the alarm of the families of our sailors and Marines with no plans to address those concerns.”\n\nMore than 100 people on the ship had tested positive for the deadly virus as of Thursday, The Wall Street Journal reported.']"
119,['Birx'],"['White House', 'Harvard', 'Imperial', 'the Washington Post', 'White House', 'the Institute for Health Metrics and Evaluation', 'the University of Washington']","['Birx said Tuesday that the White House modeling was “based on using very much what’s happened in Italy” and is informed by “five or six international and domestic modelers from Harvard, from Columbia, from Northeastern, from Imperial who helped us tremendously.”\n\nBut experts told the Washington Post they don’t know how White House officials arrived at their numbers, which fall between a dire projection of 1.1 million to 2.2 million deaths by UK researchers, depending on social distancing steps, and the 38,000 to 162,000 by the Institute for Health Metrics and Evaluation at the University of Washington.']"
120,['Anthony Fauci'],['the National Institute of Allergy and Infectious Diseases'],"['Coronavirus task force member Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, reportedly said at a task force meeting this week: “I’ve looked at all the models.']"
121,['Drozd'],['Big Apple'],"['“I feel guilty about sleeping when doctors are in danger,” said Drozd, a 38-year-old Brooklyn artist who’s been using a 3D printer to churn out plastic face shields day and night for Big Apple healthcare workers.']"
122,['Jennifer Salke'],"['SXSW', 'Amazon Studios']","['“We are supporters of SXSW and other independent film festivals, and hope this online film festival can help give back some of that experience, and showcase artists and films that audiences might otherwise not have had the chance to see,” Jennifer Salke, head of Amazon Studios, said in a statement.']"
123,['Donavan Mager'],['Nuclear Waste Partnership'],"['“This action is being taken out of an abundance of caution for the safety of employees and the community,” said Donavan Mager, a spokesman for Nuclear Waste Partnership, the contractor that runs the repository.']"
124,['Maria Cantwell'],['US Sen'],"['Worker safety is always a top priority, said US Sen. Maria Cantwell, who was among those who pushed during a congressional hearing in early March for more funding and federal action to speed up the nation’s multibillion-dollar cleanup program.']"
125,['Jay Coghlan'],['Nuclear Watch'],"['“The coronavirus pandemic demonstrates why we should get cleanup done once and for all,” said Jay Coghlan, executive director of Nuclear Watch New Mexico.']"
126,['Bill de Blasio'],['EMT'],['Mayor Bill de Blasio said now is not the time to give EMT workers a raise — just days after emergency medical calls surpassed records set on 9/11 in response to the city’s coronavirus pandemic.']
127,['de Blasio'],['WNYC'],"['“We want to take care of these workers and support them, of course have their backs, but this is a bigger issue in the labor dynamics of this city,” de Blasio said on WNYC radio Friday.']"
128,['Megan Pfeiffer'],['The Post'],"['In an exclusive interview with The Post city paramedic Megan Pfeiffer compared her work on the front lines of the city’s coronavirus pandemic to “battlefield triage.”\n\n“We’re pretty much bringing patients to the hospital to die,” she said.']"
129,['Cuomo'],"['AOC', 'COVID-19']","['During Wednesday’s remote forum, AOC said she backed a rent-strike to pressure Cuomo and others to cancel rent payments for tenants during the COVID-19 crisis.']"
130,['Cuomo'],['AOC'],"['AOC had criticized Cuomo, saying the eviction order didn’t go far enough and that he was favoring property owners.']"
131,['de Blasio'],"['Navy', 'MSNBC']","['“I’ve talked to our colleagues in the Navy, I don’t have a question in my mind that number’s going to change very rapidly,” de Blasio said on MSNBC’s “Morning Joe.”\n\n“I’m sure that ship will be very full soon.']"
132,['Tony Boselli'],"['Jacksonville Jaguars', 'the Mayo Clinic']","['Tony Boselli says his coronavirus hospitalization quickly went from expecting to receive medication to thinking, “I don’t want to die here.”\n\nThe former Jacksonville Jaguars offensive tackle spent five days at the Mayo Clinic in the past week, including a few in intensive care before being released on Tuesday.']"
133,['Boselli'],['ESPN.com'],"[""“It was kind of fuzzy, but I remember [the doctor] saying, ‘If we don’t get your oxygen stabilized, we’re going to have to go to the next level,'” Boselli told ESPN.com.""]"
134,['Boselli'],"['NFL', 'the Pro Football Hall of Fame']","['“I remember laying there thinking, ‘What do you mean, if this doesn’t work?’ He says, ‘We don’t know what direction this is going to go.’\n\n“I don’t know if I ever was like I thought I was going to die, but I remember having the conversation with myself: I don’t want to die here.”\n\nA Pro Bowler in five of his seven NFL seasons and a four-time finalist for the Pro Football Hall of Fame, the 47-year-old Boselli experienced flu symptoms as early as March 16.']"
135,['Francesa'],['Entercom'],['Francesa said on his show that Entercom is moving to stop social media accounts from posting clips of his show and that this has been in the works for a while.']
136,['Allen Sills'],['NFL'],"['Dr. Allen Sills said though the NFL wants to start the season as scheduled, it will wait for medical experts to first determine if the coronavirus pandemic has been slowed enough that it’s safe for players and fans alike.']"
137,['Sills'],['NFL.com'],"['“I would say that’s everyone’s hope, that we are in a position to do that,” Sills told NFL.com.']"
138,['Fyre'],['Magnises'],"['“I want to focus on the theme of Magnises [the credit card company he founded] and Fyre, which was to bring people together and create value through that,” he says.']"
139,['de Blasio'],['CNN'],"['“We predict by something like Monday or Tuesday 5,000 people in our ICUs, intubated, fighting for their lives with COVID cases,” de Blasio said on CNN’s “New Day.”\n\n“Five thousand — and that number will then grow.']"
