,0,1,2,3,4
0,436,10978.0,"'House Transportation and Infrastructure Committee Chairman\xa0Peter DeFazio is focused on keeping the airlines solvent: A source told The Hill that DeFazio “talked about making sure any assistance to airlines puts workers first, and there should be conditions to ensure assistance isn’t used for CEOs or stock buybacks.'",['DeFazio'],The Beacon Hill Institute
0,438,11111.0,"'Going from not even knowing that this virus was out there … to have any vaccine” in testing in about two months is unprecedented, Dr. Lisa Jackson, the leader of the Kaiser Permanente coronavirus vaccine study, told the Associated Press (AP).\n\n'","['Lisa Jackson', 'AP).\\n\\n']",Kaiser Permanente Institute for Health Policy
0,448,11248.0,"'Sen. Tom Cotton (R-AR) is floating a plan to “get cash into the hands of affected workers and their families” due to national shutdowns of businesses in nearly every industry from the coronavirus outbreak.\n\n', 'That’s why I think we want to use systems like, say, Treasury [Department] refunds to anyone whose paid taxes in 2018 or unemployment systems or other social welfare agencies that are set up to quickly get cash into the hands of affected workers and their families,” Cotton said.\n\n'",['Tom Cotton'],Centre for Arab Unity Studies
0,459,11636.0,"'Sen. Bernie Sanders (I-VT) said in the Democrat debate on Sunday night on CNN and Univision that the first thing he would do to deal with the coronavirus outbreak is “shut this president up right now.', 'Sanders said: “Firstly, whether or not I’m president, we have to shut this president up right now.'",['Bernie Sanders'],Vision
0,533,13403.0,"'They run concentration camps,” a narrator says of the Communist Party of China at the open of the ad as on-screen an image of Chinese dictator Xi Jinping appears with a quotation from a Washington Post editorial in February that noted China has “corralled” at least a million people into camps.\n\n'",['Xi Jinping'],Party School of the Communist Party of China Inner Mongolia Autonomous Region
0,536,13468.0,"'This investigation should not be part of what we’re doing in Homeland Security,” said\xa0Sen. Gary Peters (D-MI), the committee’s ranking Democrat.\xa0'",['Gary Peters'],North Africa Mixed Migration Hub 
0,550,13886.0,"'If Twitter is not seeking to protect Joe Biden, we urge it to correct its apparent oversight and apply its standards equally across the board,” read a letter to Twitter CEO Jack Dorsey from Trump campaign COO Michael Glassner.\n\n'","['Jack Dorsey', ""Michael Glassner.\\n\\n'""]",Women's Coordinator
0,587,14872.0,"'In a statement following the decision,\xa0Democratic Party lawmaker Roy Kwong accused the police of being behind the move and having “seriously intervened with press freedom.'",['Roy Kwong'],Hubei Provincial Party School of the CPC
0,588,14873.0,"'Like many companies, in recent weeks we have begun to see some economic impact from the coronavirus,” Times CEO Mark Thompson said in the filing.\n\n'",['Mark Thompson'],The Times Think Tank
0,595,15273.0,"'“Nurses currently do not have proper quarantine clothing and are treating patients with fear and anxiety.”\n\nOutside of Parliament, among those confirmed as coronavirus carriers are Iranian Vice President Masoumeh Ebtekar and Iraj Harirchi, the Health Ministry official in charge of coronavirus response.'","['Iraj Harirchi', 'Masoumeh Ebtekar']",Parliamentary Institute of Benin
0,606,15648.0,"'The task force are really top players,” said Siegel, noting the task force’s inclusion Dr.\xa0Anthony Fauci, director of the National Institute of Health’s (NIH) infectious disease.'",['Siegel'],Institute of Health
0,615,15845.0,"'It continues the pattern of the authorities using politically motivated charges to suppress opposition voices,” Amnesty International Hong Kong director Tam Man-kei said on Friday, calling the arrests “a shameless attempt to harass and silence those in Hong Kong’s pro-democracy movement.'",['Tam Man-kei'],Amnesty International
0,616,15845.0,"'It continues the pattern of the authorities using politically motivated charges to suppress opposition voices,” Amnesty International Hong Kong director Tam Man-kei said on Friday, calling the arrests “a shameless attempt to harass and silence those in Hong Kong’s pro-democracy movement.'",['Tam Man-kei'],Amnesty International
0,617,15848.0,"'On Friday’s broadcast of the Fox News Channel’s “Hannity,” Sen. Tom Cotton (R-AR) stated that China isn’t doing enough to combat the coronavirus, and “They are still lying to the world.', 'They are still lying to the world.'",['Tom Cotton'],Centre for Arab Unity Studies
0,672,17395.0,"'The\xa0Global Times referred to the pro-democracy ruling party of Taiwan, the Democratic Progressive Party (DPP), as “despicable” on Friday for a series of messages posted to Twitter by Foreign Affairs Minister Joseph Wu condemning the WHO, asking “what is wrong with you?”\n\n'",['Joseph Wu'],Progress
0,675,17525.0,"'At this time, the risk of getting sick from 2019 novel coronavirus is very low,” said Jeanne Ayers, who serves as the administrator for the Wisconsin Division of Public Health.\n\n'",['Jeanne Ayers'],Vision
0,676,17570.0,"'The anti-fake news center is working intensively to verify these rumors and communicating truth to the people,” said Digital Minister Puttipong Punnakanta.\n\n'","[""Puttipong Punnakanta.\\n\\n'""]",Digital Renaissance
0,724,19026.0,"'When rigid-hulled inflatable dinghies are approached by French patrol vessels, the migrants threaten to jump overboard or throw their children into the water to prevent officials from helping them,” reported Richard Ford, home correspondent for The Times, on Thursday.\n\n'",['Richard Ford'],The Times Think Tank
0,755,19563.0,"'It’s a confusing and concerning problem for these business owners because they took the Paycheck Protection Program funds that were supposed to help them keep employees on the payroll,” Adolphsen wrote, citing a report released in early May by the Heritage Foundation that found the unemployment benefits in the $2.2 trillion CARES Act are actually creating devastating consequences for the U.S. economy.\n\n'",['Adolphsen'],Heritage Foundation
0,764,19755.0,"'More than a third of these migrants are from Pakistan while around one in five purports to be Syrian, according to IOM coordinator for the region, Peter Van der Auweraert.\n\n'",['Peter Van'],BIOM Ecological Movement
0,781,20156.0,"'“loved so much that you cannot bear to part with it.”\n\n', 'Zhou Jiangyong, the Communist Party secretary of the eastern tech hub of Hangzhou, has stated that the app should be an “intimate health guardian” for residents that is used often and\xa0“loved so much that you cannot bear to part with it.'",['Zhou Jiangyong'],Party School of the Communist Party of China Inner Mongolia Autonomous Region
0,782,20156.0,"'“loved so much that you cannot bear to part with it.”\n\n', 'Zhou Jiangyong, the Communist Party secretary of the eastern tech hub of Hangzhou, has stated that the app should be an “intimate health guardian” for residents that is used often and\xa0“loved so much that you cannot bear to part with it.'",['Zhou Jiangyong'],Party School of the Communist Party of China Inner Mongolia Autonomous Region
0,794,20432.0,"'We all should have been quarantined with pay,” said former Amazon worker Chris Smalls said.'",['Chris Smalls'],Amazon Environmental Research Institute
0,799,20568.0,"'“China will be firmer in its determination and take much stronger measures to safeguard its national sovereignty, security and development interests and resolutely prevent the external forces from interfering in its domestic affairs,” Wang said, referring to what the official newspaper of the Communist Party, the\xa0People’s Daily, described “the tasks of Chinese diplomacy in 2020.'",['Wang'],Party School of the Communist Party of China Inner Mongolia Autonomous Region
0,800,20568.0,"'“China will be firmer in its determination and take much stronger measures to safeguard its national sovereignty, security and development interests and resolutely prevent the external forces from interfering in its domestic affairs,” Wang said, referring to what the official newspaper of the Communist Party, the\xa0People’s Daily, described “the tasks of Chinese diplomacy in 2020.'",['Wang'],Party School of the Communist Party of China Inner Mongolia Autonomous Region
0,824,21102.0,"'Why do Republicans support a policy that creates jobs in Democrat states by taking jobs from GOP states?” said John Miano, a lawyer at the Immigration Law Reform Institute.'",['John Miano'],Reform
0,886,22462.0,"'Rep. Rashida Tlaib (D-MI) on Wednesday raged over President Trump’s opposition to states, like Michigan, moving toward vote-by-mail for the general election, accusing him of wanting to “oppress people and suppress the vote” while “endangering people’s lives.', 'You would rather oppress people and suppress the vote (per usual),” Tlaib said in reaction to Trump’s Wednesday morning tweet, threatening to punish\xa0Michigan for mailing absentee ballot applications to all state voters.\n\n'",['Rashida Tlaib'],North Africa Mixed Migration Hub 
0,892,22697.0,"'For less-skilled workers, there’s no question that immigration increases unemployment,” said Mark Krikorian, the director of the Center for Immigration Studies.'",['Mark Krikorian'],Center for Immigration Studies
0,912,22961.0,"'Don’t be fooled by the government’s proposed Immigration Bill,” cautioned Ben Harris-Quinney, who leads the conservative Bow Group think tank, in a separate warning.\n\n'",['Ben Harris-Quinney'],Bow Group
0,990,25849.0,"'Being able to control content dissemination channels, that allows them to be the gatekeepers outside of China, so then they can decide what gets on TV in Africa and elsewhere, what people are able to share,” added Freedom House analyst Sarah Cook, who wrote a report warning about the CCP’s relentless multi-billion-dollar effort to create a “media megaphone” that would broadcast its political narratives around the world.\n\n'",['Sarah Cook'],Freedom House
0,1001,25989.0,"'I hope it is only a start,” said Lord Dubs, the Labour peer who helped facilitate the flights, in comments quoted by the Guardian.\n\n'",['Lord Dubs'],Labour Market Information System
0,1037,26668.0,"'We have started talking about essential workers as a category of superheroes,” according to Andrew Selee, the president of the pro-migration Migration Policy Institute.'",['Andrew Selee'],Migration Policy Institute
0,1046,26841.0,"'This thing does not need to have come from a lab in order for there to be a perfectly legitimate case to be made that a lot of this illness and economic devastation is the fault of the Chinese government,” Rebeccah Heinrichs, a senior fellow at the Hudson Institute said in the NPR report.\n\n'",['Rebeccah Heinrichs'],Hudson Institute
0,1056,26915.0,"'Along with releasing the schedule, NFL Commissioner Roger Goodell released a statement saying that the league “will continue to make our decisions based on the latest medical and public health advice, in compliance with government regulations, and with appropriate safety protocols to protect the health of our fans, players, club and league personnel, and our communities.', 'In preparing to play the season as scheduled, we will continue to make our decisions based on the latest medical and public health advice, in compliance with government regulations, and with appropriate safety protocols to protect the health of our fans, players, club and league personnel, and our communities.\n\n'",['Roger Goodell'],Dragonfly
0,1084,27678.0,"'But the leftwing atheist groups believe differently, citing its right to have information about private and voluntary Bible studies:\n\nFFRF and CREW filed suit in January 2018 in the U.S. District Court for the District of Columbia, alleging HUD’s pattern and practice of denying fee waivers on FOIA requests where disclosure of the documents was “likely to cast the agency or HUD secretary in a negative light.'",['Bible studies:\\n\\nFFRF'],Hudson Institute
0,1085,27678.0,"'We should be seeing much more media outrage over these activist groups who continuously abuse legal protections in place for the media, but we don’t,” Matt Schuck, HUD spokesman, told Fox News.\n\n'","[""Fox News.\\n\\n'""]",Hudson Institute
0,1107,28237.0,"'It may well be expending more energy on profiling these contributions in the face of bad press relating to its responsibilities around managing and communicating around the initial stages of the [coronavirus] pandemic,”\xa0Piers Pigou, a southern Africa consultant with the\xa0International Crisis Group, told RFI.\n\n'",['Pigou'],International Crisis Group
0,1114,28464.0,"'We’ve been through some tough times in this epidemic, but over the weekend the situation here in Philadelphia is starting to look better,” Philadelphia Health Commissioner Dr. Tom Farley said, according to WHYY:\n\nMonday also marked the third consecutive day the city saw less than 400 new coronavirus cases.'",['Tom Farley'],Adelphi
0,1118,28661.0,"'If business were able to hire without restrictions from anywhere in the world, pretty much every [American’s] occupation would be foreignized,” said Mark Krikorian, director of the Center for Immigration Studies.'",['Mark Krikorian'],Center for Immigration Studies
0,1144,29067.0,"'The coronavirus pandemic has become a battleground,” said Bruno Maçães, a former secretary of state for European Affairs in Portugal.'",['Bruno Maçães'],Institute of International and European Affairs
0,1152,29317.0,"'Social distancing is more important than collective prayer,” Rouhani added, arguing Islam considers safety obligatory, while praying in mosques is only “recommended”.\n\n'",['Rouhani'],Institute of Islamic Understanding 
0,1153,29332.0,"'Sunday on CNN’s “State of the Union,” Gov. Gretchen Whitmer (D-MI) accused Michigan protesters last week of depicting “some of the worst racism” in America’s history.\n\n', 'Some of the outrageousnesses of what happened at our capitol this week, you know, depicted some of the worst racism and awful parts of our history in this country.'",['Gretchen Whitmer'],North Africa Mixed Migration Hub 
0,1157,29406.0,"'The court that sentenced Chen to 15 years in jail on Friday, plus a fine of almost a million dollars in U.S. currency, said that his writing “attacked and vilified the Communist Party and government” by spreading “false information and malicious speculation.'",['Chen'],Party School of the Communist Party of China Inner Mongolia Autonomous Region
0,1164,29456.0,"'The surgery had been very successful, and he was in good condition,” Zhang Hai said in an interview with Al Jazeera on Tuesday.'",['Zhang Hai'],Al Jazeera Centre for Studies
0,1179,29748.0,"'They want to make me the face of the whole union organization,” said Smalls, when Mansour asked him about the leaked Amazon notes.'",['Mansour'],Amazon Environmental Research Institute
0,1183,29801.0,"'Speaking alongside Prime Minister Boris Johnson, who has returned to frontline politics after his own bout with the Wuhan virus left him in intensive care for a spell, the Public Health England (PHE) technocrat issued his warning in an answer to a question from Robert Peston of ITV, who had pointed out that Britain’s death toll was “possibly the worst in Europe”.\n\n'","['Robert Peston', 'Boris Johnson']",Biosphere Foundation
0,1217,30572.0,"'We are listening to the health experts and educators on how and when to reopen schools – not the whims of Donald Trump who boasts about trusting his gut to guide him during this unprecedented global health crisis,” said National Education Association (NEA) president Lily Eskelsen García in a statement:\n\n'",['Lily Eskelsen García'],Samuel Neaman Institute
0,1234,31013.0,"'But Anthony Fontes, an American University professor “who is in central Guatemala conducting research on the pandemic’s impact on migration patterns in the region,”\xa0said Guatemalans who are being deported through Mexico also pose a threat.\n\n'",['Anthony Fontes'],"Center of Gender Development and Studies,  American University of Iraq"
0,1236,31122.0,"'True the Vote President Catherine Engelbrecht said the lawsuit is about “preserving Constitutional rights and protecting elections integrity,” noting that Nevada’s election laws “already provide for absentee balloting, so voters who want to cast their ballot by mail can still do so.'",['Catherine Engelbrecht'],Justice Centre for Constitutional Freedoms
0,1260,31896.0,"'We did not have to bring a claim against [Amy], but once we dug into the documents and saw what was there, it was shocking,” Kristina Supler, an attorney for John, tells Reason.'","['Kristina Supler', 'John']",Reason Foundation
0,1265,31941.0,"'The Chinese government-run publication\xa0Global Times published a scathing editorial on Sunday accusing Pompeo of “a string of violent attacks” on China, despite Pompeo never calling for any violence against the Chinese state, merely an investigation into how the pandemic grew.'",['Pompeo'],The Times Think Tank
0,1272,32137.0,"'Councillor Ian Manning, who has previously identified as a member of the fanatically anti-Brexit #FBPE (‘Follow Back Pro EU’) movement, was participating in the so-called #LibDemIftar, in which Liberal Democrat politicians would observe “the holy month of Ramadan” in solidarity with Muslims whose activities have been disrupted by the lockdown.\n\n'","['anti-Brexit #FBPE', 'Ian Manning']",European Liberal Forum
0,1273,32226.0,"'I couldn’t be more proud of the efforts and collaboration of our clubs, league personnel, and our partners to conduct an efficient Draft and share an unforgettable experience with millions of fans during these uncertain times,” NFL Commissioner Roger Goodell said.'",['Roger Goodell'],Dragonfly
0,1294,32576.0,"'Bezos Takes Back the Wheel at Amazon,” that Jeff Bezos, the CEO of e-commerce giant Amazon, has taken a more hands-on approach at the e-commerce giant as the company continues to operate during the Wuhan coronavirus pandemic.\n\n'",['Jeff Bezos'],Amazon Environmental Research Institute
0,1307,32779.0,"'“Financial disclosures are required to ensure that Members do not have conflicts of interest and are not wrongly profiting from their positions,” said Kendra Arnold, executive director of FACT, in a statement on Friday.\n\n'",['Kendra Arnold'],The City Factory
0,1316,32908.0,"'About four miles from where the McKinsey consultants discussed their work, which includes advising some of China’s most important state-owned companies, a sprawling internment camp had sprung up to hold thousands of ethnic Uighurs — part of a vast archipelago of indoctrination camps where the Chinese government has locked up as many as one million people,” the Times’ Walt Bogdanich and Michael Forsythe wrote.'","['Walt Bogdanich', 'Michael Forsythe']",The Times Think Tank
0,1324,32953.0,"'These are serious violations of rights which we, black people are not going to stand by and tolerate,” members of the Africa Diaspora Development Institute (ADDI) wrote in on open letter to dictator Xi Jinping'","[""Xi Jinping'""]",Development Institute
0,1326,32956.0,"'Belkis Wille, senior crisis and conflict researcher at Human Rights Watch claimed that the conditions in the camps were so poor that “Even handwashing and social distancing are impossible in these circumstances.'",['Belkis Wille'],Human Rights Watch
0,1327,32965.0,"'It will target four main areas to reduce greenhouse gas emissions, and the plan has the support of major energy industry players and environmental groups alike, including Shell, Chevron, BP, NRG, The Nature Conservancy, Air Alliance Houston, and more.”\n\nOn Wednesday, Houston Mayor Sylvester Turner released the Houston Climate Action Plan, which incorporates “evidenced-based measures to reduce greenhouse gas emissions and preventative measures to address the negative outcomes of climate change.'",['Sylvester Turner'],Climate Action 
0,1328,32965.0,"'It will target four main areas to reduce greenhouse gas emissions, and the plan has the support of major energy industry players and environmental groups alike, including Shell, Chevron, BP, NRG, The Nature Conservancy, Air Alliance Houston, and more.”\n\nOn Wednesday, Houston Mayor Sylvester Turner released the Houston Climate Action Plan, which incorporates “evidenced-based measures to reduce greenhouse gas emissions and preventative measures to address the negative outcomes of climate change.'",['Sylvester Turner'],Climate Action 
0,1332,33095.0,'Rep. James Clybrun (D-SC) called the first relief bill “a tremendous opportunity to restructure things to fit our vision.',['James Clybrun'],Union of Concerned Scientists
0,1349,33724.0,"'This disease is not going to be eradicated, it is not going to disappear, so we have to accept that we are working with a disease that we are going to be with globally for the foreseeable future,” Whitty added in comments reported by The Times.'",['Whitty'],The Times Think Tank
0,1350,33725.0,"'With other avenues for justice blocked, criminal prosecutions in Europe offer hope for victims of crimes in Syria who have nowhere else to turn,” said Balkees Jarrah, associate international justice director at Human Rights Watch.'",['Balkees Jarrah'],Human Rights Watch
0,1371,34296.0,"'In a letter seen by Axios and reported\xa0on Monday, firms including Japan’s NEC wrote to the House of Commons defence committee chairman Tobias Elwood asking the government to ditch its plan to allow “high-risk vendors” access to the UK’s sensitive telecommunications network, saying it is possible to “put in place the most technologically advanced 5G infrastructure” without the Chinese company.\n\n'",['Tobias Elwood'],Conectas Human Rights
0,1380,34488.0,"'I’m such a showboat,” Hawke told NME.'",['Hawke'],Environmental Defence
0,1395,34808.0,"'On Monday, the Arg posted more photos of Ghani to Twitter in which he is seen holding a virtual meeting\xa0from the presidential palace with “governors of the country about the fight against the [Chinese] coronavirus.'",['Ghani'],Marga Institute
0,1434,35933.0,"'Banks’ suggestion came after Sen. Tom Cotton (R-AR) and Rep. Dan Crenshaw (R-TX) introduced a bill on Thursday that would allow Americans to sue Beijing in U.S. federal court for “death, injury, and economic harm caused by the Wuhan Virus.'","['Dan Crenshaw', 'Tom Cotton']",Centre for Arab Unity Studies
0,1439,36011.0,"'Stone told Tucker Carlson on Friday during Fox News Channel’s “Tucker Carlson Tonight,” reporting to jail would be “essentially a death sentence.', 'So at this point, the judge has ordered me to surrender in two weeks, and at 67-years-old with some underlying health problems, including a history of asthma, I believe with the coronavirus, it is essentially a death sentence.'",['Tucker Carlson'],Cornerstone Economic Research
0,1444,36080.0,"'We have interviewed a number of health professionals who have been pressured by government officials not to refer to cholera outbreaks as such, instead referring to outbreaks as ‘diarrhea’ or AWD,” Felix Horne, Human Rights Watch researcher for Ethiopia, told the newspaper.'",['Felix Horne'],Human Rights Watch
0,1463,36718.0,"'The Rachel Maddow Show,” Gov. Gretchen Whitmer (D-MI) said the\xa0Michigan protesters at\xa0the state capitol in Lansing, MI on Wednesday who opposed the stay-at-home order she issued in response to the coronavirus pandemic are being irresponsible by likely “spreading COVID-19.'","['Gretchen Whitmer', 'COVID-19']",North Africa Mixed Migration Hub 
0,1477,36964.0,"'This is the first step of our ongoing response to address the economic and political dislocation wrought by this disease,” added Patrick Gaspard, president of the Open Society Foundations.\xa0 '",['Patrick Gaspard'],Open Society Foundations
0,1478,36964.0,"'Democrat mega-donor George Soros’s Open Society Foundations has pledged to donate $130 million to fight the Chinese coronavirus pandemic and “[push] back against government encroachment on political freedoms,” the non-profit organization announced Thursday.\n\n'",['George Soros'],Open Society Foundations
0,1479,36964.0,"'The scale of this pandemic has laid bare the fault lines and injustices of our world,” George Soros, chairman of the Open Society Foundations, said in a statement.'",['George Soros'],Open Society Foundations
0,1488,37083.0,"'Gretchen Whitmer (D-MI) turned the event into “some sort of racist protest.', 'It seemed to become some sort of racist protest.'",['Gretchen Whitmer'],North Africa Mixed Migration Hub 
0,1548,38740.0,"'You know, it’s an amazing thing,” David told the Times,'",['David'],The Times Think Tank
0,1553,38868.0,"'I can’t recall a time when I’ve seen greater economic uncertainty in my 40 years of doing this,” DataCore Partners economist Don Klepper-Smith, former Connecticut chief economic adviser, told CT Mirror.\n\n'",['Don Klepper-Smith'],"Partners Albania, for change and development"
0,1575,39544.0,"'Salvini said that he, along with the League, will not vote for the Cura Italia decree and criticised the proposal as being “a substantial mockery of the Italians who will not see a lira”, he said, referencing Italy’s currency before the implementation of the euro.\n\n'","['the Cura Italia', 'Salvini']",Environment Defense League
0,1576,39545.0,"'There will be something of a shift,” said Shinichi Seki, an economist at the Japan Research Institute, adding that some Japanese companies located in China were already considering leaving.\n\n'",['Shinichi Seki'],The Japan Policy Research Institute
0,1580,39654.0,"'Earlier this week, Breitbart News reported the Soros-funded Brennan Center for Justice submitted a letter to the governors of all fifty states urging them to use executive action to “release as many people as possible from incarceration” due to coronavirus fears'",['Soros'],Brennan Center for Justice
0,1621,40314.0,"'Over the past few months, we have seen Beijing engage in a large-scale coordinated campaign to mislead our public on the disease and to undermine their trust in the government,” Wu said in remarks from Taiwan live-streamed at the Hudson Institute in Washington,'",['Wu'],Hudson Institute
0,1628,40444.0,'Victor told the Times that the infected man “had been there a couple days and he was coughing the whole time.',['Victor'],The Times Think Tank
0,1640,40828.0,"'This is one result of illegal immigration that the apologists for illegal immigration don’t like to acknowledge,”\xa0said Jessica Vaughan, policy director at the Center for Immigration Studies.'",['Jessica Vaughan'],Center for Immigration Studies
0,1645,41038.0,"'They have currently run out of toilet paper in their markets because they do not use water,” al-Shahrouri told Jordan’s Yarmouk TV on March 29, as translated by the Middle East Media Reserch Institute (MEMRI).\n\n'","['MEMRI).\\n\\n', 'al-Shahrouri']",Middle East Media Research Institute
0,1656,41239.0,"'Last month, Labour chairman Ian Lavery told party activists during a Zoom video-conferencing call that the pandemic was a “great opportunity” to advance their agenda through “community organising”.\n\n'",['Ian Lavery'],Labour Market Information System
0,1659,41314.0,"'The Brennan Center for Justice, which is heavily financed by George Soros, has submitted a letter to the governors of all fifty states urging them to use executive action to “release as many people as possible from incarceration” due to coronavirus fears “'",['George Soros'],Brennan Center for Justice
0,1684,41783.0,"'We have reviewed this matter in the past few days with both the competition committee and CEC (a group of league executives),” NFL Commissioner Roger Goodell wrote in the memo, “and this will confirm that clubs will conduct their draft operations remotely, with club personnel separately located in their homes.'",['Roger Goodell'],Dragonfly
