,0,1,2,3,4
0,119,3311.0,"'Today is a sad day for the Department of Defense as we have lost our first American service member – active, reserve or Guard – to Coronavirus,” said Defense Secretary Mark Esper.'",['Mark Esper'],Defense Acquisition University
0,121,3361.0,"'Let’s give it a shot,” President Donald Trump said as he called on CNN’s White House reporter Jim Acosta during a White House press briefing on Monday.\n\n'","['Jim Acosta', 'Donald Trump']",White House
0,134,3670.0,"'The law is clear that any American—including a Senator—may participate in the stock market based on public information, as Senator Burr did,” said Alice Fisher, who previously led the DOJ’s criminal division.\n\n'",['Alice Fisher'],Justice Department (DOJ)
0,138,3797.0,"'The Department of Health and Human Services (HHS) issued a statement on Sunday:\n\nHHS also noted that it had “accepted 30 million doses of hydroxychloroquine sulfate donated by Sandoz, the Novartis generics and biosimilars division, and one million doses of chloroquine phosphate donated by Bayer Pharmaceuticals, for possible use in treating patients hospitalized with COVID-19 or for use in clinical trials.”\n\n'",['Sunday:\\n\\nHHS'],"Civil Rights, Department of Health and Human Services Office for"
0,142,3949.0,"'Owing back taxes or other debts such as student loans to the government does not affect how much stimulus money a person would receive, according to Senate Finance Committee Chairman Chuck Grassley (R-IA).\n\n'",['Chuck Grassley'],Senate
0,151,4123.0,"'We have been working with the National Blood Service in anticipation of this issue, and in early March, we agreed to this procedure,” the Medicines and Healthcare products Regulatory Agency (MHRA) said\xa0in comments reported by\xa0The Telegraph.\n\n'",['Telegraph.\\n\\n'],Agency for Healthcare Research and Quality (AHRQ)
0,155,4128.0,"'Some French police stations have seen a more than 30 per cent increase in such reports since the country’s lockdown began on March 17, according to Interior Minister Christophe Castaner.\n\n'",['Christophe Castaner.\\n\\n'],Department of the Interior (DOI)
0,158,4129.0,"'Sunday on\xa0CNN’s “State of the Union,” House Speaker Nancy Pelosi (D-CA) described president Donald Trump of fiddling while people died of coronavirus.\n\n'","['Nancy Pelosi', 'Donald Trump']",Congress—U.S. House of Representatives
0,159,4203.0,"'On Saturday’s broadcast of the Fox News Channel’s “Fox & Friends,” Rep. Adam Kinzinger (R-IL), a current\xa0Lieutenant Colonel in the\xa0Air National Guard, called on President Trump to “call up more of the National Guard” to help combat coronavirus.\n\n', 'Kinzinger said, “I actually wish the president would call up more of the National Guard.'","['Trump', 'Adam Kinzinger']",National Guard
0,173,4403.0,"'The Rachel Maddow Show,” House Speaker Nancy Pelosi (D-CA) claimed she completely turned around the original bill\xa0Senate Majority Leader Mitch McConnell’s (R-KY) presented for a coronavirus bill\xa0stimulus package.\n\n'","['Mitch McConnell', 'Nancy Pelosi']",Congress—U.S. House of Representatives
0,177,4407.0,"'Addressing that concern was the goal of Congress, according to Rep. Mike Rogers (R-AL), the ranking Republican on the House Homeland Security Committee.\n\n'",['Mike Rogers'],Congress—U.S. House of Representatives
0,183,4551.0,"'This is going to be weeks and weeks and weeks,” Cuomo told members of the National Guard working at the Javits Center.'",['Cuomo'],National Guard
0,185,4626.0,"'Thanks to GOP, these checks will be cut off the backs of *taxpaying immigrants,* who get nothing,” she added:\n\nOcasio-Cortez’s outrage follows House Speaker Nancy Pelosi’s (D-CA) failed attempt to hijack the economic relief package with her own version, which featured a host of progressive agenda items, from Planned Parenthood funding to ballot harvesting to Green New Deal initiatives.'","['added:\\n\\nOcasio-Cortez’s', 'Nancy Pelosi']",Congress—U.S. House of Representatives
0,186,4626.0,"'Rep. Alexandria Ocasio-Cortez (D-NY) blasted the bipartisan economic relief package passed by the House on Friday, declaring that there “should be shame for what was fought for in this bill.'",['Alexandria Ocasio-Cortez'],Congress—U.S. House of Representatives
0,188,4731.0,"'This bipartisan legislation demands a whole-of-government approach to ramp up our support for Taiwan, and will send a strong message to nations that there will be consequences for supporting Chinese actions that undermine Taiwan,” said Sen. Cory Gardner (R-CO), who introduced the bill along with Democrat Chris Coons of Delaware in May.\n\n'","['Chris Coons', 'Cory Gardner']",Cyber Command
0,194,4778.0,"'Dr. Deborah Birx, the White House coronavirus response coordinator, called Wayne a “hot spot” nationally and said she was concerned the county was “having a more rapid increase.'","['Wayne', 'Deborah Birx']",White House
0,212,5382.0,"'The View,” former House Speaker Newt Gingrich acknowledged the Trump administration “didn’t mobilize the first couple of weeks,” of the coronavirus pandemic.\n\n'",['Newt Gingrich'],Congress—U.S. House of Representatives
0,214,5384.0,"'”\n\nMnuchin praised the Senate for its “swift action” to get the American public the relief funds, saying he and President Donald Trump “couldn’t be more pleased” with the bipartisan support the bill received.', 'People literally worked around the clock for five days, and the president and I and others couldn’t be more pleased with the absolute unanimous support, on a bipartisan basis, to get this done.'",['Donald Trump'],Senate
0,219,5478.0,"'As Froomkin pointed out, the “nation’s most eminent media critics are\xa0virtually unanimous\xa0that television networks should stop the live broadcasting of the White House’s daily coronavirus briefings” because “Trump has turned into a torrent of dangerous lies, misinformation and self-aggrandizement.”\n\n'",['Froomkin'],White House
0,226,5613.0,"'During a press conference after the passage of the Senate’s coronavirus relief package on Wednesday, Senate Majority Leader Mitch McConnell (R-KY) stated that “the Senate has pivoted from one of the most contentious, partisan periods in the nation’s history, to passing this rescue package 100-0, all in one quarter of this year.', 'I think if I were writing your headline, I’d say the Senate has pivoted from one of the most contentious, partisan periods in the nation’s history, to passing this rescue package 100-0, all in one quarter of this year.'",['Mitch McConnell'],Senate
0,227,5765.0,"'On Wednesday’s broadcast of CNN’s “Situation Room,” House Speaker Nancy Pelosi (D-CA) stated that when the Senate’s coronavirus relief bill passes, House members will be given “at least 24 hours notice” so they can review the bill.\n\n', 'Well, when we see that the bill has passed the Senate, our distinguished Majority Leader, Mr. Hoyer, will give 24 hours notice, at least 24 hours notice to our members that the bill will be on the floor and that we can show them actually what the bill is so they know what they’re voting on'",['Nancy Pelosi'],Senate
0,230,5861.0,"'I encourage my colleagues to support the bipartisan Securing America’s Medicine Cabinet Act,” Blackburn said in a floor speech on Wednesday, as the Senate discussed the coronavirus relief bill.\n\n'",['Blackburn'],Senate
0,233,5992.0,"'If you have a big supply of toilet paper in your house, this is not something that you have to worry about, but if you are sitting on a warehouse with surgical masks, you will be hearing a knock on your door,” Barr told reporters during his remarks at the White House press briefing.'",['Barr'],White House
0,237,6010.0,"'Axios reports that according to a statement from Senate Minority Leader Chuck Schumer (D-NY), unemployment benefits will be extended to groups including gig economy workers.\n\n'",['Chuck Schumer'],Senate
0,238,6033.0,"'There are 60 million people in Hubei, and they have all just been left to live or die without any help,” a Wuhan resident identified as Zhang Ruyi told RFA.'",['Zhang Ruyi'],Radio Free Asia (RFA)
0,242,6077.0,"'House Speaker Nancy Pelosi (D-CA) sought to insert legislative measures into a coronavirus relief bill to “make it easier to cheat” in elections, explained\xa0Hans von Spakovsky, manager of the Heritage Foundation’s Election Law Reform Initiative and a senior legal fellow of the Meese Center for Legal and Judicial Studies, on Tuesday’s edition of SiriusXM’s\xa0Breitbart News', ', in fact, they took all these provisions out of H.R.1 — which is the first bill the Democrats introduced in the House after they took over when they won the 2018 election, and these rules were all intended to basically make it easier to manipulate elections, and frankly, make it easier to cheat, and they have absolutely nothing to do whatsoever with helping the country deal with the coronavirus.'",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,250,6572.0,"'During an interview with CNN on Tuesday, House Speaker Nancy Pelosi (D-CA) defended putting provisions on airline emissions in her coronavirus aide bill by stating that there is a “concern” in the country, “that if we’re giving tens of billions of dollars to the airlines that we could at least have a shared value about what happens to the environment.', 'She added, “I do think that there is a whole concern in our country that if we’re giving tens of billions of dollars to the airlines that we could at least have a shared value about what happens to the environment.'",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,252,6692.0,"'Preventing the [China] virus from being introduced into these facilities is impossible,” according to a March 22 article in the Atlantic by\xa0 John Sandweg, Obama’s former acting director of Immigration and Customs Enforcement (ICE).\n\n'",['John Sandweg'],Immigration and Customs Enforcement (ICE)
0,255,6729.0,"'Defense Minister Margarita Robles said the elderly were “completely left to fend for themselves, or even dead, in their beds.'",['Margarita Robles'],Defense Acquisition University
0,263,7030.0,"'Conservative Review’s Daniel Horowitz reports having obtained a letter that the White House Legislative Affairs Office sent to a number of Republican Senators, asking that they immediately pass H.R. 4018 to give early release to thousands of elderly felons:\n\nOn Saturday, the White House office of legislative affairs sent a message to Senate staff requesting they pass H.R. 4018, a bill to grant federal prisoners over the age of 60 early release, “as soon as possible.'",['Daniel Horowitz'],White House
0,273,7078.0,"'Instead of focusing on these issues during their negotiations with Senate Majority Leader Mitch McConnell (R-KY), Braun said that Democrats had moved forward with a “laundry list” of change to the bill that includes “climate issues, employment policy, minimum wage.'",['Mitch McConnell'],Senate
0,282,7225.0,"'”\n\nMcConnell asked rhetorically, “Why are Democrats filibustering the bipartisan bill they helped write?”\n\nSen. Susan Collins (R-ME) noted on the Senate floor on Monday that she had worked closely with Sens. Marco Rubio (R-FL), Ben Cardin (D-MD), and Jeanne Shaheen (D-NH) on the $350 billion provisions to provide small businesses relief in the coronavirus package.\n\n'","['Susan Collins', 'Jeanne Shaheen', 'Marco Rubio', 'Ben Cardin']",Senate
0,293,7404.0,"'The New York Times repeatedly edited the headline of its coverage of Senate Democrats blocking the economic relief package crafted to address the hardships created by the novel coronavirus — a move President Trump noticed, prompting him to blast the paper for making changes “in order to satisfy the Radical Left.”\n\n“', 'The New York Times changed headlines 3 times in order to satisfy the Radical Left.'",['Trump'],Senate
0,295,7404.0,"'Both House Speaker Nancy Pelosi (D-CA) and Senate Minority Leader Chuck Schumer (D-NY) are reportedly pushing to broaden the relief package to include “unprecedented collective bargaining powers for unions” as well as “increased fuel emissions standards for airlines” and the “expansion of wind and solar tax credits,” according to Fox News contributor and Town Hall political editor Guy Benson:\n\n'","['Chuck Schumer', 'Nancy Pelosi']",Senate
0,296,7404.0,"'Both House Speaker Nancy Pelosi (D-CA) and Senate Minority Leader Chuck Schumer (D-NY) are reportedly pushing to broaden the relief package to include “unprecedented collective bargaining powers for unions” as well as “increased fuel emissions standards for airlines” and the “expansion of wind and solar tax credits,” according to Fox News contributor and Town Hall political editor Guy Benson:\n\n'","['Chuck Schumer', 'Nancy Pelosi']",Senate
0,297,7404.0,"'Both House Speaker Nancy Pelosi (D-CA) and Senate Minority Leader Chuck Schumer (D-NY) are reportedly pushing to broaden the relief package to include “unprecedented collective bargaining powers for unions” as well as “increased fuel emissions standards for airlines” and the “expansion of wind and solar tax credits,” according to Fox News contributor and Town Hall political editor Guy Benson:\n\n'","['Chuck Schumer', 'Nancy Pelosi']",Senate
0,300,7405.0,"'I want everybody to fully understand if we aren’t able to act tomorrow, it will be because of our colleagues on the other side continuing to dicker when the country expects us to come together and address the problem,” McConnell said on the Senate floor on Sunday.\n\n'",['McConnell'],Senate
0,314,7817.0,"'I repeated to President Mattarella the need to use the Army to support the police in order to [enforce] compliance with the rules,” he said, adding: “I can say that President Mattarella shared my request for the good and protection of the health of the community.'",['Mattarella'],Army
0,323,8026.0,"'We’re talking about over 10,000 [hospital rooms] that we are looking at right now,” Chief of the Army Corps of Engineers Lt. Gen. Todd Semonite told reporters on Friday at the Pentagon.\n\n'",['Todd Semonite'],Army Corps of Engineers
0,339,8237.0,"'Lower-income families shouldn’t be penalized.”\n\nCash to Americans — a plan originally touted by businessman Andrew Yang as a permanent program that would replace all existing forms of welfare — was\xa0most recently touted\xa0by Breitbart News’s Economic Editor John Carney, who called on Congress to implement a policy in which every American, including those earning over $75,000 a year, are sent the payment:\n\n'","['Andrew Yang', 'John Carney']",Congress—U.S. House of Representatives
0,343,8341.0,"'I relied solely on public news reports to guide my decision regarding the sale of stocks on February 13,” Burr said in the statement, before urging the Senate Ethics Committee to launch an investigation into his conduct.'",['Burr'],Senate
0,346,8394.0,"'This evening we were notified that a member of the Office of the Vice President tested positive for the Coronavirus,” the vice president’s press secretary Katie Miller said in a statement to White House reporters.'",['Katie Miller'],White House
0,348,8489.0,"'Does it undermine you at all when the president stands up here and attacks news outlets, calling us untrustworthy?” Jill Colvin, White House reporter for the Associated Press, asked.\n\n'",['Jill Colvin'],White House
0,349,8494.0,"'I’m not dealing with him; I’m dealing with the governor,” Trump replied during a White House press briefing on Friday afternoon when asked about de Blasio’s criticism.\n\n'",['de Blasio’s'],White House
0,352,8585.0,"'Out of an abundance of caution, temperature checks are now being performed on any individuals who are in close contact with the President and Vice President,”\xa0White House Deputy Press Secretary\xa0Judd Deere said in a statement.\n\n'",['Press Secretary\\xa0Judd Deere'],Congress—U.S. House of Representatives
0,356,8886.0,'as explained earlier this week in the Washington Post\xa0by former National Security Council official Tim Morrison — is that the office was combined with others in a reorganiztion that “left the biodefense staff unaffected.”\n\nBreitbart News had already fact-checked similar inaccurate claims by former New York City Mayor Michael Bloomberg when he made them in the Democrat Debate in South Carolina on Feb. 26.',['Tim Morrison —'],National Security Council (NSC)
0,365,9010.0,"'If you work at the fucking Pentagon, let a bitch know, because I need to fucking know,” rapper Cardi B said, adding that she is “losing her fucking mind.'",['Cardi B'],Pentagon Force Protection Agency
0,370,9136.0,"'He again condemned hate speech in the university’s campus directives for Spring Quarter, where he and co-signatories Provost Ralph Hexter, Academic Senate Chair Kristin Lagattuta and Vice Chancellor of Human Health Sciences David Lubarsky said, “Now more than ever, let us collectively confront and reject any and all manifestations of discrimination.'","['Ralph Hexter', 'David Lubarsky', 'Chair Kristin Lagattuta']",Senate
0,392,9637.0,"'As was announced by the president, the USNS Comfort and USNS Mercy are being prepared for deployment as needed to assist potentially overwhelmed communities with acute patient care,” chief Pentagon spokesperson Jonathan Rath Hoffman said at a briefing.\n\n'",['Jonathan Rath Hoffman'],Pentagon Force Protection Agency
0,397,9734.0,"'Education secretary Gavin Williamson told the House of Commons on Wednesday that\xa0“after schools shut their gates on Friday afternoon, they will remain closed until further notice.'",['Gavin Williamson'],Barry M. Goldwater Scholarship and Excellence in Education Program
0,398,9815.0,"'We wholeheartedly agree, @SecretaryHobbs, and we already have a bill by @seanbowie that would do just that,” the\xa0Arizona Senate Democratic Caucus’ official account tweeted in response to Hobbs’ proposal, adding that the bill should be fast-tracked.\n\n'",['Hobbs'],Senate
0,400,9870.0,'Former Democratic Party presidential nominee Hillary Clinton called on Congress to “make voting by mail the norm” with “free postage” as a result of public health concerns due to the ongoing coronavirus outbreak.\n\n',['Hillary Clinton'],Congress—U.S. House of Representatives
0,402,9937.0,"'I think there is a high level of interest among our members in that idea and seems it might be an area where there’s some common ground with Democrats as well,” Thune said after a Senate Republican lunch on Tuesday.\n\n'",['Thune'],Senate
0,403,9937.0,"'Sen. Josh Hawley (R-MO), who proposed a similar economic relief package this week, said that Treasury Secretary Steven Mnuchin told senators that the Trump administration\xa0“could stand that up pretty quickly … and get pretty significant relief out there pretty fast.'","['Josh Hawley', 'Steven Mnuchin']",Department of the Treasury
0,405,9961.0,"'On Tuesday, Treasury Secretary Steven Mnuchin said he opposed extending the payments to people “who earn a million dollars.'",['Steven Mnuchin'],Department of the Treasury
0,415,10372.0,'Treasury Secretary Steve Mnuchin announced Tuesday during the White House Coronavirus Task Force briefing\xa0that he would work with Senate Republicans to move forward with “sending checks to Americans immediately.',['Steve Mnuchin'],Senate
0,421,10595.0,"'The president has us inventorying what you all understand as field hospitals, or MASH hospitals, that can be deployed very quickly,” said Vice President Mike Pence on Tuesday during the White House press conference.\n\n'",['Mike Pence'],White House
0,433,10858.0,"'What I do know is that their armed forces has been fundamentally on lockdown for about 30 days, and only recently have they started routine training again,” Abrams told Pentagon reporters during a press briefing Friday.'",['Abrams'],Pentagon Force Protection Agency
0,435,10972.0,"'People, which was the first outlet to report the news, said a representative for Hanks informed the publication that both Hanks and Wilson “remain under quarantine in their house.'",['Hanks'],Woodrow Wilson International Center for Scholars
0,463,11741.0,"'“Supply chains in the United States are strong, and it is unnecessary for the American public to hoard daily essentials,” the White House said in a statement announcing that President Donald Trump spoke with over two dozen grocery store and supply chain executives.\n\n'",['Donald Trump'],White House
0,464,11741.0,"'The President reminded the participants that this is an all-of-America approach and each of their stores and the stores they support can help Americans feel calm and safe when shelves are stocked with the items they need,” the statement from White House Deputy Press Secretary Judd Deere read.\n\n'",['Judd Deere'],White House
0,469,12006.0,'Agriculture Secretary Sonny Perdue said last year that this rule laid “the groundwork for the expectation that able-bodied Americans re-enter the workforce where there are currently more job openings than people to fill them.”\n\n',['Sonny Perdue'],Agriculture Department (USDA)
0,474,12072.0,"'[G]iven the president himself remains without symptoms, testing for COVID-19 is not currently indicated,” Sean Conley, Navy physician to the president, wrote late Friday night in a letter released by the White House press office.\n\n'",['Sean Conley'],White House
0,482,12298.0,"'The bill would also “create certainty for mask manufacturers,” Senate Majority Leader Mitch McConnell (R-KY) noted via Twitter on Thursday.', '[Fischer’s] bipartisan PREP Act would expand medical professionals’ access to vitally-needed respirators and create certainty for mask manufacturers,” McConnell wrote on Twitter Thursday.'",['Mitch McConnell'],Senate
0,488,12373.0,"'U.S. Army Gen. Robert Abrams, commander of U.S. Forces Korea (USFK) in South Korea, said Friday that trends in South Korea, where there are more than 20,000 U.S. troops stationed, “are trending downward and looking good” in terms of the spread of the Chinese coronavirus.\n\n', 'Currently, South Korea trends are trending downward and looking good,” he said at a Pentagon video-conference briefing on Friday.\n\n'",['Robert Abrams'],U.S. Army
0,497,12694.0,"'While speaking to reporters on Thursday, Sen. Lamar Alexander (R-TN), the Chairman of the Senate Committee on Health, Education, Labor, and Pensions stated that the U.S. has “a serious deficiency in being prepared for testing” on the coronavirus and South Korea “is doing a better job.', 'I think, generally speaking, our public health system and our system of hospitals and experts and doctors is we have a serious deficiency in being prepared for testing.'",['Lamar Alexander'],Senate
0,498,12694.0,"'While speaking to reporters on Thursday, Sen. Lamar Alexander (R-TN), the Chairman of the Senate Committee on Health, Education, Labor, and Pensions stated that the U.S. has “a serious deficiency in being prepared for testing” on the coronavirus and South Korea “is doing a better job.', 'South Korea, for example, is doing a better job.'",['Lamar Alexander'],Senate
0,510,12836.0,"'To ensure an adequate blood supply we need people to come out and donate blood.”\n\nDr. Admiral Brett Giroir, assistant secretary of health at the Department of Health and Human Services,\xa0reiterated the safety of donating blood.\n\n'",['Brett Giroir'],Department of Health and Human Services (HHS)
0,514,12836.0,"'As the U.S. Military’s official blood program, we always have a mission to stand ready,”\xa0 Col. Audra L. Taylor, ASBP Division Chief, Combat Support, Defense Health Agency, said.\n\n'",['Audra L. Taylor'],Defense Health Agency
0,517,12968.0,"'Senate Majority Leader Mitch McConnell (R-KY) has also signaled that the Senate remains “ready to consider a bipartisan, bicameral package if House Democrats return to the table & work with the President’s team.'",['Mitch McConnell'],Senate
0,518,12998.0,"'Following the guidance of the medical community, particularly the recent recommendation of DC Health, and in consultation with the Office of Attending Physician, the Sergeants at Arms of the House of Representatives and Senate have issued a temporary closure of the Capitol Visitors Center to all tours,” the joint statement from the\xa0House Sergeant at Arms Paul Irving and Senate Sergeant at Arms Michael Stenger read.\n\n'","['Michael Stenger', 'Paul Irving']",Senate
0,523,13132.0,"'If countries detect, test, treat, isolate, trace and mobilize their people in the response.”\n\nPresident Donald Trump addressed the nation on Wednesday night in a live speech from the White House and announced a 30 day travel ban from Europe to the United States.\n\n'",['Donald Trump'],White House
0,526,13289.0,"'Out of an abundance of caution from the Coronavirus outbreak, the President has decided to cancel his upcoming events in Colorado and Nevada,” White House Press Secretary Stephanie Grisham said in a statement to reporters.\n\n'",['Stephanie Grisham'],White House
0,529,13335.0,"'I can say we will see more cases and things will get worse than they are right now,”\xa0Director of the National Institute of Allergy and Infectious Diseases Dr. Anthony Fauci testified Wednesday morning in Congress.'",['Anthony Fauci'],Congress—U.S. House of Representatives
0,537,13509.0,"'I wouldn’t be one bit surprised if when we look back at the data, it is decided … that the recession started in March,” Alan Blinder, a former Federal Reserve vice chairman, told CNBC’s “Squawk Alley.'","['Alan Blinder', 'Squawk Alley']",Federal Reserve System
0,539,13539.0,"'Nancy Messonnier, director of the Centers for Disease Control and Prevention’s (CDC) National Center for Immunization and Respiratory Diseases, told reporters on a conference call on Tuesday that health experts\xa0“do not expect most people to develop serious illness.'",['Nancy Messonnier'],Centers for Disease Control and Prevention (CDC)
0,540,13544.0,"'“Sanders now faces a crucial choice,” David Frum wrote, contending that it makes more sense for Sanders to head back to the Senate to address the coronavirus and use it as an opportunity to advance his vision for Medicare for All:\n\nBuzzFeed also acknowledged Sanders’ freefall, proclaiming that Biden is “squashing the revolution”:\n\nEven Sanders’ allies have admitted that it was a “tough” night for the presidential hopeful.\n\n'","['Biden', 'All:\\n\\nBuzzFeed', 'Sanders', 'David Frum']",Senate
0,541,13544.0,'House Majority Whip\xa0Jim Clyburn (D-SC) also made waves Tuesday evening after stating that Biden “will be the prohibitive favorite to win the Democratic nomination” and calling\xa0for Democrats to effectively “shut this primary down.”\n\n',"['Biden', 'Clyburn']",Congress—U.S. House of Representatives
0,542,13544.0,'House Majority Whip\xa0Jim Clyburn (D-SC) also made waves Tuesday evening after stating that Biden “will be the prohibitive favorite to win the Democratic nomination” and calling\xa0for Democrats to effectively “shut this primary down.”\n\n',"['Biden', 'Clyburn']",Congress—U.S. House of Representatives
